UTC,latitude,longitude,Quality_Indi,Satellites_Used,HDOP,QZSS,GPS_L5
123736.20,35.54050683,139.69014017,1,09,1.32,5,11
123736.40,35.5405115,139.6901395,1,09,1.32,5,11
123736.60,35.54051567,139.6901385,1,09,1.32,5,11
123736.80,35.54052067,139.6901375,1,09,1.32,5,11
123737.00,35.5405255,139.69013567,1,09,1.32,5,11
123737.20,35.54053167,139.69013333,1,09,1.32,5,12
123737.40,35.54053633,139.6901325,1,09,1.32,5,13
123737.60,35.54054133,139.69013267,1,09,1.32,5,13
123737.80,35.54054633,139.69013283,1,09,1.32,5,13
123738.00,35.54054983,139.690133,1,09,1.32,5,13
123738.20,35.54055383,139.6901315,1,09,1.32,5,13
123738.40,35.540557,139.6901325,1,09,1.32,5,13
123738.60,35.54056017,139.69013117,1,09,1.32,5,13
123738.80,35.54056483,139.6901295,1,08,1.61,5,13
123739.00,35.5405675,139.69013183,1,08,1.61,5,13
123739.20,35.54057,139.690131,1,09,1.32,5,13
123739.40,35.5405735,139.690132,1,09,1.32,5,13
123739.60,35.540576,139.69013117,1,09,1.32,5,13
123739.80,35.54057783,139.69012917,1,09,1.32,5,13
123740.00,35.54057883,139.69012567,1,09,1.32,5,13
123740.20,35.5405795,139.69012217,1,09,1.32,5,13
123740.40,35.5405815,139.69012,1,09,1.32,5,13
123740.60,35.5405835,139.690118,1,09,1.32,5,13
123740.80,35.54058633,139.69011417,1,09,1.32,5,13
123741.00,35.54058767,139.690111,1,09,1.32,5,13
123741.20,35.540589,139.690104,1,09,1.32,5,13
123741.40,35.54059117,139.69010033,1,09,1.32,5,13
123741.60,35.540594,139.69009567,1,09,1.32,5,13
123741.80,35.54059717,139.690091,1,09,1.32,5,13
123742.00,35.54059817,139.69008567,1,09,1.32,5,13
123742.20,35.5405975,139.69007983,1,09,1.32,5,13
123742.40,35.54059883,139.69007267,1,09,1.32,5,13
123742.60,35.54059783,139.690066,1,09,1.32,5,13
123742.80,35.54059867,139.69005833,1,09,1.32,5,13
123743.00,35.54059983,139.69005133,1,09,1.32,5,13
123743.20,35.54059933,139.69004417,1,09,1.32,5,13
123743.40,35.54060067,139.69003717,1,09,1.32,5,13
123743.60,35.5406005,139.69002983,1,09,1.32,5,13
123743.80,35.54060117,139.690023,1,09,1.32,5,13
123744.00,35.540601,139.69001567,1,09,1.32,5,13
123744.20,35.54060383,139.69001383,1,09,1.32,5,13
123744.40,35.5406055,139.6900115,1,09,1.32,5,13
123744.60,35.54060783,139.69000883,1,08,1.70,5,13
123744.80,35.54060917,139.69000633,1,08,1.70,5,13
123745.00,35.540611,139.6900035,1,08,1.70,5,13
123745.20,35.54061333,139.68999967,1,08,1.70,5,13
123745.40,35.54061467,139.6899955,1,08,1.70,5,13
123745.60,35.54061667,139.68999133,1,08,1.70,5,13
123745.80,35.540618,139.689986,1,09,1.32,5,12
123746.00,35.54061983,139.68998117,1,09,1.32,5,12
123746.20,35.54062133,139.68997667,1,09,1.32,5,12
123746.40,35.540623,139.6899725,1,09,1.32,5,12
123746.60,35.540624,139.68996717,1,09,1.32,5,12
123746.80,35.54062617,139.68996267,1,09,1.32,5,12
123747.00,35.54062767,139.6899575,1,09,1.32,5,12
123747.20,35.54062933,139.68995267,1,09,1.32,5,12
123747.40,35.54063033,139.68994767,1,09,1.32,5,12
123747.60,35.5406315,139.68994217,1,09,1.32,5,12
123747.80,35.540633,139.6899365,1,09,1.32,5,12
123748.00,35.54063417,139.68993083,1,09,1.32,5,12
123748.20,35.54063467,139.68992467,1,09,1.32,5,12
123748.40,35.540636,139.6899185,1,08,1.70,5,12
123748.60,35.54063683,139.68991217,1,08,1.70,5,12
123748.80,35.540638,139.68990617,1,08,1.70,5,12
123749.00,35.5406385,139.68989933,1,08,1.70,5,12
123749.20,35.54063867,139.68989267,1,08,1.70,5,12
123749.40,35.5406385,139.68988567,1,08,1.70,5,12
123749.60,35.54063767,139.68987917,1,08,1.70,5,12
123749.80,35.540637,139.68987283,1,08,1.70,5,12
123750.00,35.54063683,139.68986717,1,08,1.70,5,12
123750.20,35.540637,139.68986183,1,08,1.70,5,12
123750.40,35.54063783,139.6898565,1,08,1.70,5,12
123750.60,35.5406385,139.689852,1,08,1.70,5,12
123750.80,35.54064,139.6898475,1,08,1.70,5,12
123751.00,35.54064133,139.68984467,1,08,1.70,5,12
123751.20,35.54064383,139.68984217,1,08,1.70,5,12
123751.40,35.54064833,139.6898395,1,08,1.70,5,12
123751.60,35.54065283,139.68983783,1,08,1.70,5,13
123751.80,35.54065617,139.68983667,1,08,1.70,5,13
123752.00,35.54066133,139.68983617,1,08,1.70,5,13
123752.20,35.540666,139.68983583,1,08,1.70,5,13
123752.40,35.54067,139.689837,1,08,1.70,5,13
123752.60,35.540675,139.68983833,1,08,1.70,5,13
123752.80,35.54067933,139.68984017,1,08,1.70,5,13
123753.00,35.54068433,139.689842,1,08,1.70,5,13
123753.20,35.54069,139.689844,1,08,1.70,5,13
123753.40,35.5406955,139.689847,1,08,1.70,5,13
123753.60,35.5407005,139.689849,1,08,1.70,5,13
123753.80,35.54070583,139.68985117,1,08,1.70,5,13
123754.00,35.54071133,139.6898535,1,08,1.70,5,13
123754.20,35.54071683,139.6898555,1,08,1.70,5,13
123754.40,35.5407225,139.6898575,1,08,1.70,5,13
123754.60,35.540728,139.68986,1,08,1.70,5,12
123754.80,35.54073367,139.6898625,1,08,1.70,5,12
123755.00,35.54073933,139.68986433,1,08,1.70,5,12
123755.20,35.540745,139.6898655,1,08,1.70,5,12
123755.40,35.54074983,139.68986667,1,08,1.70,5,13
123755.60,35.540755,139.68986783,1,08,1.70,5,13
123755.80,35.54075917,139.68986883,1,09,1.32,5,13
123756.00,35.54076583,139.68987117,1,08,1.70,5,13
123756.20,35.5407705,139.68987217,1,08,1.70,5,13
123756.40,35.54077467,139.68987517,1,08,1.70,5,13
123756.60,35.54077967,139.6898775,1,08,1.70,5,13
123756.80,35.54078483,139.68988,1,08,1.70,5,13
123757.00,35.54079017,139.68988083,1,08,1.70,5,13
123757.20,35.54079533,139.689881,1,08,1.70,5,13
123757.40,35.54080033,139.68988233,1,08,1.70,5,13
123757.60,35.54080533,139.68988383,1,08,1.70,5,13
123757.80,35.54081067,139.6898845,1,08,1.70,5,13
123758.00,35.5408165,139.6898865,1,08,1.70,5,13
123758.20,35.54082067,139.68988833,1,08,1.70,5,13
123758.40,35.54082533,139.68988967,1,08,1.70,5,13
123758.60,35.54083033,139.68989133,1,08,1.70,5,13
123758.80,35.54083567,139.6898925,1,09,1.32,5,12
123759.00,35.54083967,139.68989433,1,09,1.32,5,12
123759.20,35.54084483,139.68989683,1,09,1.32,5,12
123759.40,35.54085017,139.689899,1,09,1.32,5,12
123759.60,35.54085533,139.68990083,1,09,1.32,5,12
123759.80,35.5408605,139.68990367,1,09,1.61,5,12
123800.00,35.54086633,139.68990633,1,09,1.61,5,12
123800.20,35.54087167,139.68990883,1,08,1.61,5,12
123800.40,35.5408775,139.68991167,1,08,1.61,5,12
123800.60,35.54088317,139.68991433,1,08,1.61,5,12
123800.80,35.540889,139.6899165,1,08,1.61,5,12
123801.00,35.54089483,139.689919,1,08,1.61,5,12
123801.20,35.54090083,139.68992167,1,08,1.61,5,12
123801.40,35.54090617,139.689925,1,08,1.61,5,12
123801.60,35.54091083,139.68992783,1,08,1.61,5,12
123801.80,35.54091633,139.68993067,1,08,1.61,5,12
123802.00,35.54092267,139.68993333,1,09,1.61,5,12
123802.20,35.54092867,139.68993633,1,09,1.61,5,12
123802.40,35.54093567,139.689939,1,08,1.51,5,12
123802.60,35.54094183,139.68994233,1,08,1.51,5,12
123802.80,35.54094883,139.68994533,1,08,1.51,5,12
123803.00,35.54095333,139.68994867,1,08,1.51,5,12
123803.20,35.5409585,139.68995133,1,08,1.51,5,12
123803.40,35.54096333,139.68995467,1,08,1.51,5,12
123803.60,35.540969,139.689958,1,08,1.51,5,12
123803.80,35.540975,139.68996117,1,09,1.61,5,12
123804.00,35.5409805,139.68996433,1,09,1.61,5,12
123804.20,35.54098633,139.68996733,1,09,1.61,5,12
123804.40,35.54099217,139.68997067,1,09,1.61,5,12
123804.60,35.54099783,139.68997367,1,09,1.61,5,13
123804.80,35.54100317,139.68997733,1,09,1.61,5,13
123805.00,35.541009,139.68998033,1,09,1.61,5,13
123805.20,35.5410145,139.68998333,1,09,1.61,5,13
123805.40,35.5410205,139.68998567,1,09,1.61,5,13
123805.60,35.54102567,139.689989,1,09,1.61,5,13
123805.80,35.54103133,139.68999183,1,09,1.61,5,13
123806.00,35.541037,139.68999433,1,09,1.61,5,13
123806.20,35.5410425,139.689996,1,09,1.61,5,13
123806.40,35.54104767,139.68999783,1,09,1.61,5,13
123806.60,35.541053,139.6899985,1,09,1.61,5,13
123806.80,35.54105833,139.69000133,1,09,1.61,5,13
123807.00,35.54106433,139.690003,1,09,1.61,5,13
123807.20,35.54107033,139.6900055,1,09,1.61,5,13
123807.40,35.541076,139.69000817,1,09,1.61,5,13
123807.60,35.5410815,139.69001117,1,09,1.61,5,13
123807.80,35.54108767,139.69001233,1,09,1.61,5,13
123808.00,35.54109367,139.69001383,1,09,1.61,5,13
123808.20,35.54109867,139.6900155,1,09,1.61,5,13
123808.40,35.541105,139.6900175,1,09,1.61,5,13
123808.60,35.54111067,139.69001967,1,09,1.61,5,13
123808.80,35.5411165,139.69002217,1,09,1.61,5,13
123809.00,35.54112217,139.69002433,1,09,1.61,5,13
123809.20,35.54112767,139.690027,1,09,1.32,5,13
123809.40,35.54113317,139.6900295,1,09,1.32,5,13
123809.60,35.54113883,139.6900325,1,09,1.32,5,13
123809.80,35.54114433,139.69003467,1,09,1.32,5,13
123810.00,35.54115067,139.69003717,1,09,1.32,5,13
123810.20,35.541156,139.690039,1,09,1.32,5,13
123810.40,35.54116183,139.69004133,1,09,1.32,5,13
123810.60,35.54116783,139.6900435,1,09,1.32,5,13
123810.80,35.54117367,139.6900455,1,09,1.32,5,13
123811.00,35.54117917,139.69004767,1,09,1.32,5,13
123811.20,35.54118483,139.69005017,1,09,1.32,5,13
123811.40,35.54118983,139.69005183,1,09,1.32,5,13
123811.60,35.541195,139.69005383,1,09,1.32,5,13
123811.80,35.54119867,139.69005483,1,09,1.32,5,13
123812.00,35.54120217,139.69005617,1,09,1.32,5,13
123812.20,35.54120633,139.690058,1,09,1.32,5,13
123812.40,35.54120967,139.69005917,1,09,1.32,5,13
123812.60,35.5412135,139.69006067,1,09,1.32,5,13
123812.80,35.54121617,139.690062,1,09,1.32,5,13
123813.00,35.5412205,139.69006467,1,09,1.32,5,13
123813.20,35.54122283,139.69006817,1,09,1.32,5,13
123813.40,35.541225,139.69007183,1,09,1.32,5,13
123813.60,35.54122633,139.69007633,1,09,1.32,5,13
123813.80,35.54122633,139.69007917,1,09,1.32,5,12
123814.00,35.54122617,139.69008133,1,09,1.32,5,12
123814.20,35.5412245,139.69008567,1,09,1.32,5,12
123814.40,35.541222,139.69008517,1,09,1.32,5,12
123814.60,35.54121933,139.69008833,1,09,1.32,5,12
123814.80,35.54121633,139.69009033,1,09,1.61,5,12
123815.00,35.541212,139.69009083,1,09,1.61,5,12
123815.20,35.54120917,139.69009333,1,09,1.61,5,12
123815.40,35.54120567,139.69009483,1,09,1.61,5,12
123815.60,35.54120133,139.69009583,1,08,1.61,5,12
123815.80,35.54119717,139.69009833,1,08,1.61,5,12
123816.00,35.54119267,139.69009833,1,08,1.61,5,12
123816.20,35.54118817,139.69010167,1,08,1.61,5,12
123816.40,35.54118383,139.69010283,1,08,1.61,5,12
123816.60,35.54117883,139.69010417,1,08,1.61,5,12
123816.80,35.54117417,139.69010633,1,08,1.61,5,12
123817.00,35.54116983,139.6901075,1,08,1.61,5,12
123817.20,35.54116533,139.690109,1,08,1.61,5,12
123817.40,35.5411605,139.69010883,1,08,1.61,5,12
123817.60,35.54115583,139.690109,1,09,1.61,5,12
123817.80,35.54115117,139.69011083,1,09,1.32,5,12
123818.00,35.5411465,139.69011267,1,09,1.32,5,12
123818.20,35.54114183,139.6901145,1,09,1.32,5,12
123818.40,35.54113783,139.69011667,1,09,1.32,5,12
123818.60,35.5411335,139.69011933,1,09,1.32,5,12
123818.80,35.54112917,139.69012133,1,09,1.32,5,12
123819.00,35.5411245,139.69012317,1,09,1.32,5,12
123819.20,35.54112,139.69012517,1,09,1.32,5,12
123819.40,35.54111483,139.69012767,1,09,1.32,5,13
123819.60,35.54111117,139.69012983,1,09,1.32,5,13
123819.80,35.54110683,139.69013233,1,09,1.32,5,13
123820.00,35.5411025,139.69013417,1,09,1.32,5,13
123820.20,35.54109783,139.690136,1,09,1.32,5,13
123820.40,35.5410935,139.690139,1,09,1.32,5,13
123820.60,35.54108867,139.69014133,1,09,1.32,5,13
123820.80,35.54108267,139.69014283,1,09,1.32,5,13
123821.00,35.5410785,139.6901455,1,09,1.32,5,12
123821.20,35.5410725,139.69014717,1,09,1.32,5,12
123821.40,35.5410675,139.690149,1,08,1.61,5,12
123821.60,35.54106183,139.69015,1,08,1.61,5,12
123821.80,35.54105683,139.69015117,1,08,1.61,5,12
123822.00,35.54105067,139.69015283,1,08,1.61,5,12
123822.20,35.54104533,139.6901535,1,08,1.61,5,12
123822.40,35.5410395,139.6901545,1,08,1.61,5,12
123822.60,35.54103383,139.69015467,1,08,1.61,5,12
123822.80,35.541028,139.690156,1,08,1.61,5,12
123823.00,35.54102183,139.69015667,1,08,1.61,5,12
123823.20,35.54101867,139.69015783,1,08,1.61,5,12
123823.40,35.54101167,139.69015833,1,08,1.61,5,12
123823.60,35.54100567,139.69015883,1,08,1.61,5,12
123823.80,35.54100033,139.69015933,1,08,1.61,5,12
123824.00,35.54099483,139.69016083,1,08,1.61,5,12
123824.20,35.54098967,139.69016117,1,08,1.61,5,12
123824.40,35.54098383,139.69016217,1,07,1.96,5,11
123824.60,35.54097767,139.6901635,1,07,1.96,5,11
123824.80,35.54097167,139.69016433,1,07,1.96,5,11
123825.00,35.54096517,139.690164,1,08,1.70,5,11
123825.20,35.54096067,139.69016683,1,08,1.70,5,11
123825.40,35.5409555,139.69016833,1,08,1.70,5,11
123825.60,35.54094967,139.69017,1,08,1.70,5,11
123825.80,35.5409455,139.6901705,1,08,1.70,5,11
123826.00,35.54093833,139.6901705,1,08,1.70,5,11
123826.20,35.5409315,139.6901715,1,08,1.70,5,11
123826.40,35.54092533,139.69017183,1,08,1.70,5,12
123826.60,35.54092,139.6901725,1,08,1.70,5,12
123826.80,35.54091433,139.69017317,1,08,1.70,5,12
123827.00,35.54090867,139.69017417,1,08,1.70,5,12
123827.20,35.54090283,139.69017467,1,09,1.32,5,12
123827.40,35.54089717,139.690174,1,09,1.32,5,12
123827.60,35.54089217,139.69017483,1,09,1.32,5,12
123827.80,35.540886,139.69017633,1,09,1.32,5,13
123828.00,35.540881,139.69017867,1,09,1.32,5,13
123828.20,35.54087483,139.69018083,1,09,1.32,5,13
123828.40,35.54086917,139.6901815,1,09,1.32,5,12
123828.60,35.540863,139.69018417,1,09,1.32,5,12
123828.80,35.54085733,139.69018633,1,09,1.32,5,12
123829.00,35.54085117,139.690188,1,08,1.75,5,12
123829.20,35.540846,139.69018917,1,08,1.75,5,12
123829.40,35.54083983,139.69019067,1,08,1.75,5,12
123829.60,35.5408345,139.69019117,1,08,1.75,5,12
123829.80,35.540829,139.690192,1,08,1.75,5,12
123830.00,35.540823,139.6901935,1,08,1.75,5,12
123830.20,35.54081717,139.69019467,1,08,1.75,5,12
123830.40,35.54081183,139.69019567,1,08,1.75,5,12
123830.60,35.540806,139.69019717,1,09,1.32,5,12
123830.80,35.54080083,139.69019933,1,09,1.33,5,12
123831.00,35.54079517,139.69020083,1,09,1.33,5,12
123831.20,35.54079033,139.690202,1,09,1.33,5,12
123831.40,35.54078583,139.69020267,1,09,1.33,5,12
123831.60,35.54078083,139.69020417,1,09,1.33,5,12
123831.80,35.5407765,139.69020483,1,09,1.33,5,12
123832.00,35.54077183,139.69020583,1,09,1.33,5,12
123832.20,35.54076667,139.69020667,1,07,2.51,5,12
123832.40,35.54076233,139.69020767,1,07,2.50,5,12
123832.60,35.54075783,139.69020867,1,07,2.50,5,12
123832.80,35.540754,139.69020833,1,07,2.50,5,12
123833.00,35.54075017,139.6902095,1,07,2.50,5,12
123833.20,35.54074717,139.69021033,1,07,2.50,5,12
123833.40,35.54074383,139.69021167,1,08,1.61,5,12
123833.60,35.54074117,139.690213,1,08,1.61,5,12
123833.80,35.54073683,139.69021367,1,08,1.61,5,12
123834.00,35.5407335,139.69021567,1,08,1.61,5,12
123834.20,35.5407295,139.69021683,1,08,1.61,5,12
123834.40,35.540726,139.69021883,1,08,1.61,5,12
123834.60,35.5407235,139.6902215,1,08,1.61,5,12
123834.80,35.54072167,139.690225,1,08,1.61,5,12
123835.00,35.54071917,139.69022817,1,08,1.61,5,11
123835.20,35.5407165,139.69023167,1,08,1.61,5,11
123835.40,35.5407145,139.69023633,1,08,1.61,5,11
123835.60,35.54071417,139.69023867,1,08,1.61,5,11
123835.80,35.540714,139.69024267,1,08,1.61,5,11
123836.00,35.5407125,139.69024717,1,08,1.61,5,11
123836.20,35.54071183,139.69025217,1,08,1.61,5,11
123836.40,35.54071217,139.69025817,1,08,1.61,5,11
123836.60,35.5407125,139.69026433,1,08,1.61,5,11
123836.80,35.5407125,139.69027017,1,08,1.61,5,11
123837.00,35.54071217,139.69027583,1,08,1.61,5,11
123837.20,35.54071217,139.69028167,1,09,1.33,5,11
123837.40,35.54071267,139.69028817,1,08,1.61,5,11
123837.60,35.540711,139.69029467,1,08,1.61,5,11
123837.80,35.540711,139.69030167,1,08,1.61,5,11
123838.00,35.5407105,139.690308,1,08,1.61,5,11
123838.20,35.54071033,139.690314,1,08,1.61,5,11
123838.40,35.54071,139.69032133,1,08,1.61,5,11
123838.60,35.54070983,139.69032717,1,08,1.61,5,11
123838.80,35.5407095,139.690334,1,08,1.61,5,11
123839.00,35.5407095,139.6903395,1,08,1.61,5,11
123839.20,35.54071033,139.69034467,1,09,1.33,5,11
123839.40,35.54071083,139.690352,1,09,1.33,5,11
123839.60,35.5407115,139.69035917,1,09,1.33,5,11
123839.80,35.54071317,139.69036467,1,09,1.33,5,11
123840.00,35.540715,139.6903705,1,09,1.33,5,11
123840.20,35.54071417,139.69037733,1,09,1.33,5,11
123840.40,35.54071433,139.69038333,1,09,1.33,5,11
123840.60,35.54071433,139.69038867,1,09,1.33,5,11
123840.80,35.5407145,139.6903935,1,09,1.33,5,11
123841.00,35.54071617,139.690398,1,09,1.33,5,11
123841.20,35.54071783,139.69040133,1,09,1.33,5,11
123841.40,35.54071917,139.6904045,1,09,1.33,5,11
123841.60,35.5407195,139.69040667,1,09,1.33,5,12
123841.80,35.54071783,139.6904085,1,09,1.33,5,12
123842.00,35.54071617,139.69041083,1,09,1.33,5,12
123842.20,35.54071633,139.69041283,1,09,1.33,5,12
123842.40,35.540717,139.690415,1,09,1.33,5,12
123842.60,35.5407185,139.69041717,1,09,1.33,5,12
123842.80,35.54071817,139.69041933,1,09,1.33,5,12
123843.00,35.54071917,139.69042317,1,08,1.61,5,12
123843.20,35.54072083,139.690425,1,08,1.61,5,12
123843.40,35.54072467,139.690428,1,08,1.61,5,13
123843.60,35.540726,139.69042933,1,08,1.61,5,13
123843.80,35.54072483,139.69043217,1,08,1.61,5,13
123844.00,35.54072567,139.69043433,1,08,1.61,5,13
123844.20,35.54072617,139.6904385,1,08,1.61,5,13
123844.40,35.54072717,139.69044183,1,08,1.61,5,13
123844.60,35.54072883,139.6904455,1,08,1.61,5,13
123844.80,35.54072883,139.69045233,1,08,1.61,5,13
123845.00,35.540727,139.6904575,1,08,1.61,5,13
123845.20,35.54072467,139.69046483,1,08,1.61,5,13
123845.40,35.5407245,139.69047033,1,08,1.61,5,13
123845.60,35.54072533,139.690475,1,08,1.61,5,13
123845.80,35.5407255,139.69048,1,08,1.61,5,13
123846.00,35.5407245,139.69048333,1,08,1.61,5,13
123846.20,35.540725,139.69048833,1,08,1.61,5,13
123846.40,35.540724,139.6904935,1,09,1.33,5,13
123846.60,35.54072417,139.6904975,1,09,1.33,5,13
123846.80,35.54072433,139.69050183,1,09,1.33,5,13
123847.00,35.54072517,139.69050817,1,09,1.33,5,13
123847.20,35.5407265,139.690511,1,09,1.33,5,13
123847.40,35.54072633,139.69051467,1,09,1.33,5,13
123847.60,35.54072617,139.69051817,1,09,1.33,5,13
123847.80,35.5407265,139.690519,1,09,1.33,5,13
123848.00,35.54072583,139.69052,1,09,1.33,5,13
123848.20,35.5407255,139.69052183,1,09,1.33,5,13
123848.40,35.5407245,139.6905235,1,09,1.33,5,13
123848.60,35.54072533,139.69052433,1,09,1.33,5,13
123848.80,35.54072617,139.69052433,1,09,1.33,5,13
123849.00,35.5407265,139.6905235,1,09,1.33,5,13
123849.20,35.54072817,139.69052183,1,09,1.33,5,13
123849.40,35.54072833,139.690522,1,09,1.33,5,13
123849.60,35.540728,139.69052233,1,09,1.33,5,13
123849.80,35.540728,139.690522,1,09,1.33,5,13
123850.00,35.54072767,139.690522,1,09,1.33,5,13
123850.20,35.5407275,139.69052217,1,09,1.33,5,13
123850.40,35.54072733,139.690522,1,09,1.33,5,13
123850.60,35.5407275,139.69052217,1,09,1.33,5,12
123850.80,35.54072767,139.69052217,1,09,1.33,5,12
123851.00,35.54072767,139.69052183,1,09,1.33,5,12
123851.20,35.540728,139.690522,1,09,1.33,5,12
123851.40,35.54072767,139.69052167,1,09,1.33,5,12
123851.60,35.54072733,139.69052267,1,09,1.33,5,12
123851.80,35.5407275,139.69052233,1,09,1.33,5,12
123852.00,35.54072767,139.69052267,1,09,1.33,5,12
123852.20,35.54072783,139.69052267,1,09,1.33,5,12
123852.40,35.540728,139.69052283,1,09,1.33,5,12
123852.60,35.54072817,139.6905225,1,09,1.33,5,12
123852.80,35.5407285,139.69052267,1,09,1.33,5,12
123853.00,35.54072817,139.6905225,1,09,1.33,5,12
123853.20,35.54072833,139.690523,1,09,1.33,5,12
123853.40,35.54072817,139.690523,1,09,1.33,5,12
123853.60,35.540728,139.69052317,1,09,1.33,5,12
123853.80,35.54072833,139.69052317,1,09,1.33,5,12
123854.00,35.54072817,139.69052283,1,09,1.33,5,12
123854.20,35.540729,139.69052317,1,09,1.33,5,12
123854.40,35.54072867,139.69052333,1,09,1.33,5,12
123854.60,35.54072867,139.69052383,1,09,1.33,5,12
123854.80,35.5407285,139.69052333,1,09,1.33,5,12
123855.00,35.5407285,139.6905235,1,09,1.33,5,12
123855.20,35.54072883,139.690524,1,09,1.33,5,12
123855.40,35.54072883,139.69052417,1,09,1.33,5,12
123855.60,35.54072833,139.69052433,1,09,1.33,5,12
123855.80,35.5407285,139.69052517,1,09,1.33,5,12
123856.00,35.54072867,139.69052567,1,09,1.33,5,12
123856.20,35.54072833,139.6905255,1,09,1.33,5,12
123856.40,35.54072883,139.69052567,1,09,1.33,5,12
123856.60,35.54072883,139.6905265,1,09,1.33,5,12
123856.80,35.54072917,139.69052683,1,09,1.33,5,12
123857.00,35.54072933,139.69052667,1,09,1.33,5,12
123857.20,35.540729,139.690527,1,09,1.33,5,12
123857.40,35.540729,139.69052717,1,09,1.33,5,12
123857.60,35.54072933,139.690528,1,09,1.33,5,12
123857.80,35.540729,139.69052833,1,09,1.33,5,12
123858.00,35.54072933,139.69052867,1,09,1.33,5,12
123858.20,35.54072917,139.69052983,1,09,1.33,5,12
123858.40,35.54072817,139.69053183,1,09,1.33,5,12
123858.60,35.54072817,139.690535,1,09,1.33,5,12
123858.80,35.54072683,139.6905375,1,09,1.33,5,12
123859.00,35.54072667,139.69054083,1,09,1.33,5,12
123859.20,35.54072567,139.69054417,1,09,1.33,5,12
123859.40,35.540725,139.69054767,1,09,1.33,5,12
123859.60,35.5407245,139.69055117,1,09,1.33,5,12
123859.80,35.54072267,139.69055483,1,09,1.33,5,12
123900.00,35.540722,139.690558,1,09,1.33,5,12
123900.20,35.5407215,139.69056133,1,09,1.33,5,12
123900.40,35.54072167,139.690566,1,09,1.33,5,12
123900.60,35.54072183,139.69057217,1,09,1.33,5,12
123900.80,35.54072317,139.690578,1,09,1.33,5,12
123901.00,35.54072333,139.6905825,1,09,1.33,5,12
123901.20,35.54072317,139.6905875,1,09,1.33,5,12
123901.40,35.5407225,139.690593,1,09,1.33,5,12
123901.60,35.54072267,139.69059867,1,09,1.33,5,12
123901.80,35.54072267,139.69060517,1,09,1.33,5,12
123902.00,35.54072333,139.69061017,1,09,1.33,5,12
123902.20,35.54072383,139.690616,1,09,1.33,5,12
123902.40,35.5407235,139.69062083,1,09,1.33,5,12
123902.60,35.5407235,139.69062717,1,09,1.33,5,12
123902.80,35.540724,139.69063233,1,09,1.33,5,12
123903.00,35.5407235,139.69064033,1,09,1.33,5,12
123903.20,35.54072367,139.69064633,1,09,1.33,5,12
123903.40,35.54072317,139.69065167,1,09,1.33,5,12
123903.60,35.54072283,139.6906575,1,09,1.33,5,12
123903.80,35.54072283,139.69066433,1,09,1.33,5,12
123904.00,35.5407225,139.6906695,1,09,1.33,5,12
123904.20,35.5407225,139.690674,1,09,1.33,5,12
123904.40,35.5407225,139.690679,1,09,1.33,5,12
123904.60,35.5407225,139.69068517,1,09,1.33,5,12
123904.80,35.54072283,139.69069083,1,09,1.33,5,12
123905.00,35.5407235,139.6906975,1,09,1.33,5,12
123905.20,35.54072267,139.69070367,1,09,1.33,5,12
123905.40,35.54072267,139.69071233,1,09,1.33,5,12
123905.60,35.5407245,139.6907215,1,09,1.33,5,12
123905.80,35.54072433,139.69072933,1,09,1.33,5,12
123906.00,35.54072433,139.690738,1,09,1.33,5,12
123906.20,35.54072483,139.6907455,1,09,1.33,5,12
123906.40,35.54072483,139.690754,1,09,1.33,5,12
123906.60,35.54072533,139.69076167,1,09,1.33,5,12
123906.80,35.54072533,139.690768,1,09,1.33,5,12
123907.00,35.54072633,139.69077617,1,09,1.33,5,12
123907.20,35.5407265,139.690785,1,09,1.33,5,12
123907.40,35.54072683,139.69079233,1,09,1.33,5,12
123907.60,35.54072633,139.69080017,1,09,1.33,5,13
123907.80,35.5407265,139.69080733,1,09,1.33,5,13
123908.00,35.54072683,139.690814,1,09,1.33,5,13
123908.20,35.54072567,139.69081917,1,09,1.33,5,13
123908.40,35.54072667,139.690827,1,09,1.33,5,13
123908.60,35.54072683,139.6908325,1,09,1.33,5,13
123908.80,35.54072633,139.690839,1,09,1.33,5,13
123909.00,35.540726,139.6908455,1,09,1.33,5,13
123909.20,35.54072617,139.69085167,1,09,1.33,5,13
123909.40,35.540726,139.69085833,1,09,1.33,5,13
123909.60,35.540727,139.69086467,1,09,1.33,5,13
123909.80,35.54072783,139.69087133,1,09,1.33,5,13
123910.00,35.54072817,139.69087817,1,09,1.33,5,13
123910.20,35.5407285,139.690885,1,09,1.33,5,13
123910.40,35.54072883,139.690892,1,09,1.33,5,13
123910.60,35.54072867,139.6908995,1,09,1.33,5,13
123910.80,35.54072917,139.6909065,1,09,1.33,5,13
123911.00,35.54072917,139.69091217,1,09,1.33,5,13
123911.20,35.54072883,139.69091683,1,09,1.33,5,13
123911.40,35.540729,139.69092217,1,09,1.33,5,13
123911.60,35.54072767,139.69092667,1,09,1.33,5,11
123911.80,35.54072683,139.690932,1,09,1.33,5,11
123912.00,35.54072717,139.69093767,1,09,1.33,5,11
123912.20,35.540726,139.69094133,1,09,1.33,5,11
123912.40,35.54072483,139.69094483,1,09,1.33,5,11
123912.60,35.54072433,139.690948,1,09,1.33,5,11
123912.80,35.5407235,139.69095067,1,09,1.33,5,11
123913.00,35.54071983,139.69095467,1,09,1.33,5,11
123913.20,35.540717,139.6909595,1,09,1.33,5,11
